node,degree,neighbor_edges,possible_edges,closure_ratio,brokerage_score,entity_type,gender
Demenge de Chesnoy,10,45,45,1.0,0.0,unknown,unknown
Thiebauld Vicaire de Mouriviller,10,45,45,1.0,0.0,unknown,unknown
Anthoine Gerardin jadis maieur de Rugney,8,28,28,1.0,0.0,unknown,unknown
Mengeotte femme Girard Toussainct,10,45,45,1.0,0.0,unknown,unknown
"Some years before had heard a servant in their house (whose name and
present loc",10,45,45,1.0,0.0,unknown,unknown
Marie femme Colin Bourlier de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Demenge Jean Arnoulx du Mesnil,10,45,45,1.0,0.0,unknown,unknown
Annon veuve Claudon Barbier,10,45,45,1.0,0.0,unknown,unknown
Jeannon femme Mengin Demenge cordonnier de St Nicolas,9,36,36,1.0,0.0,unknown,unknown
Claudin Hamon,10,45,45,1.0,0.0,unknown,unknown
Aulbry Austette,10,45,45,1.0,0.0,unknown,unknown
Thiery Pieron,10,45,45,1.0,0.0,unknown,unknown
Colas Demenge la Poire,10,45,45,1.0,0.0,unknown,unknown
Alizon Chardot,3,3,3,1.0,0.0,unknown,unknown
Didelon l'Huillier,3,3,3,1.0,0.0,unknown,unknown
Michel Galdrimey,10,45,45,1.0,0.0,unknown,unknown
"B 4077 no 2 Witch 070, Claudon la Romaine",5,10,10,1.0,0.0,unknown,unknown
Epne Thouvenin,10,45,45,1.0,0.0,unknown,unknown
Mathiatte femme Pierre Grosmaire de Saint Dié,10,45,45,1.0,0.0,unknown,unknown
Demenge Cuinin le Bourdier et cordonnier,9,36,36,1.0,0.0,unknown,unknown
Jeannon veuve Jean Batho,10,45,45,1.0,0.0,unknown,unknown
Zabey femme a Dieudegnon Claude,9,36,36,1.0,0.0,unknown,unknown
Clemence femme Colas Viriot,10,45,45,1.0,0.0,unknown,unknown
"Barbon femme Hanns le Musnier (no age legible)
General reputation. 3 years earli",10,45,45,1.0,0.0,unknown,unknown
Catherine veuve Delon Vincent,5,10,10,1.0,0.0,unknown,unknown
Pierre Chappon de Pajaille,10,45,45,1.0,0.0,unknown,unknown
Jean Thiebault Gerard,10,45,45,1.0,0.0,unknown,unknown
Francoyse fille Vaultrin Bigel tailleur,10,45,45,1.0,0.0,unknown,unknown
George gros Jean drappier à Charmes,10,45,45,1.0,0.0,unknown,unknown
Philippe Voyot,8,28,28,1.0,0.0,unknown,unknown
Loys Melanicq,10,45,45,1.0,0.0,unknown,unknown
Claude Jean George,10,45,45,1.0,0.0,unknown,unknown
Didier Grand Colin d’Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Marie femme Jean Joliat de Sainte Croix,6,15,15,1.0,0.0,unknown,unknown
Nicolas de la Rolbe le jeune,10,45,45,1.0,0.0,unknown,unknown
Nicolas Dentandt,10,45,45,1.0,0.0,unknown,unknown
Dieudonné Marchal de Reillon,10,45,45,1.0,0.0,unknown,unknown
Lucas Toussainct verrier de Raon,10,45,45,1.0,0.0,unknown,unknown
Nicolas Liebault de Raon,8,28,28,1.0,0.0,unknown,unknown
Jehennon veuve Remy Couppebois du Grand Rombach,6,15,15,1.0,0.0,unknown,unknown
Mengeon Henry de Fouchifol,10,45,45,1.0,0.0,unknown,unknown
Estienne Quenouel,10,45,45,1.0,0.0,unknown,unknown
Mengin fils George Mengin de la Bolle,9,36,36,1.0,0.0,unknown,unknown
Francois Melenicque,10,45,45,1.0,0.0,unknown,unknown
Claudon des Chiens femme Jean Genereux de Condé,10,45,45,1.0,0.0,unknown,unknown
Claude Anthoine Laurent,10,45,45,1.0,0.0,unknown,unknown
Barbe femme Colin Gillet Garonnier de Rozieres,10,45,45,1.0,0.0,unknown,unknown
Nicolas fils Thomas Jean Thomas de la Voeuvre,10,45,45,1.0,0.0,unknown,unknown
Jean Anthoine de Haillieule,10,45,45,1.0,0.0,unknown,unknown
Rose femme Claudon Cordier,10,45,45,1.0,0.0,unknown,unknown
Jacquin Mequin,8,28,28,1.0,0.0,unknown,unknown
"Dieudonnée femme Claudin Gaulbain le jeune
After her mother-in-law had complaine",10,45,45,1.0,0.0,unknown,unknown
Germaine veuve Mengel Colas Demenge Durand,10,45,45,1.0,0.0,unknown,unknown
Lucye femme Mengin Saulvaige,10,45,45,1.0,0.0,unknown,unknown
"B 8941 no 2. Witch 318; Jaulne veuve Nicolas Vincent, de St Nicolas",10,45,45,1.0,0.0,unknown,unknown
Zabel femme Nicolas Colon,10,45,45,1.0,0.0,unknown,unknown
Colas Epvron,10,45,45,1.0,0.0,unknown,unknown
Claudon femme Claudon Borain,10,45,45,1.0,0.0,unknown,unknown
Claude de Montigny,7,21,21,1.0,0.0,unknown,unknown
Mengin Bailly de Condé,10,45,45,1.0,0.0,unknown,unknown
Goury Maigrat le viel du Grand Rombach,6,15,15,1.0,0.0,unknown,unknown
Lucie femme de Nicolas Remy de Charmes,10,45,45,1.0,0.0,unknown,unknown
Colas Pierson,10,45,45,1.0,0.0,unknown,unknown
Jean Nyel,10,45,45,1.0,0.0,unknown,unknown
Jeannon femme Jean Gerardat de Mouriviller,10,45,45,1.0,0.0,unknown,unknown
Margueritte veuve George Figeat,6,15,15,1.0,0.0,unknown,unknown
Marguitte femme Colas Jeannel,10,45,45,1.0,0.0,unknown,unknown
Claude veuve Bastien Mathieu,7,21,21,1.0,0.0,unknown,unknown
femme François Picquet,3,3,3,1.0,0.0,unknown,unknown
Nicolas Malcas,3,3,3,1.0,0.0,unknown,unknown
veuve Claudon Aulbry,3,3,3,1.0,0.0,unknown,unknown
Mengeatte femme Claudon Claudel Ferry,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Claudon Thouvenat,10,45,45,1.0,0.0,unknown,unknown
Mongeate femme du precedent,10,45,45,1.0,0.0,unknown,unknown
Mengeon Demenge de Mortaigne,9,36,36,1.0,0.0,unknown,unknown
Marguitte femme Claudon le Musnier,10,45,45,1.0,0.0,unknown,unknown
"General reputation.
(5) Simon Hougney",10,45,45,1.0,0.0,unknown,unknown
Jean Mengeot,10,45,45,1.0,0.0,unknown,unknown
Odille femme Claudin Thieriat,10,45,45,1.0,0.0,unknown,unknown
Jennon femme Jean Goudel,10,45,45,1.0,0.0,unknown,unknown
Claudon Dollemaire,9,36,36,1.0,0.0,unknown,unknown
"Marguitte femme Jean Laurent
Repeated husband's story about fence and loss of co",10,45,45,1.0,0.0,unknown,unknown
de Gripport,3,3,3,1.0,0.0,unknown,unknown
Demenge Buriat bourgeois à Gerbeviller,10,45,45,1.0,0.0,unknown,unknown
Jehennon femme Claude de Metz,10,45,45,1.0,0.0,unknown,unknown
Honn homme Claude Thiery,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Claude Reullemand,10,45,45,1.0,0.0,unknown,unknown
Georgeon Jacot Didier Simon,10,45,45,1.0,0.0,unknown,unknown
Drowat Thiebault,10,45,45,1.0,0.0,unknown,unknown
Anthoine Doridant de Nompatelize,10,45,45,1.0,0.0,unknown,unknown
Synnel,3,3,3,1.0,0.0,unknown,unknown
Margueritte femme Demenge Bugeat,10,45,45,1.0,0.0,unknown,unknown
Jean Masson de Sachemont,5,10,10,1.0,0.0,unknown,unknown
Meline femme Jean Trichart dit Henry de Raon,9,36,36,1.0,0.0,unknown,unknown
Jean fils feu Chrestofle Heckstein,5,10,10,1.0,0.0,unknown,unknown
Sebille veuve Claudon Manouvrier,10,45,45,1.0,0.0,unknown,unknown
Jean Grassoye,10,45,45,1.0,0.0,unknown,unknown
Mengeon Peltier,9,36,36,1.0,0.0,unknown,unknown
Mengel Urbain,10,45,45,1.0,0.0,unknown,unknown
Nicolas Blaisotte de la Neufville,8,28,28,1.0,0.0,unknown,unknown
Margueritte femme Jean Renolbard,10,45,45,1.0,0.0,unknown,unknown
Claudon Dion du Viel Marché,9,36,36,1.0,0.0,unknown,unknown
"B 8680 no 4; witch 174, Barbelline femme Mengeon Jean de Mandray",7,21,21,1.0,0.0,unknown,unknown
sa femme Bietrix,3,3,3,1.0,0.0,unknown,unknown
Anne veuve Demenge Claude,10,45,45,1.0,0.0,unknown,unknown
Marie femme Jean François,10,45,45,1.0,0.0,unknown,unknown
Noel Roussel,10,45,45,1.0,0.0,unknown,unknown
Didier Bandeça,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Mengin Godat,10,45,45,1.0,0.0,unknown,unknown
Claude Colas Matisse,10,45,45,1.0,0.0,unknown,unknown
Claude fille Thierry Maillard,10,45,45,1.0,0.0,unknown,unknown
Margueritte Harmant femme de Nicolas Gegoult marchal de Charmes,10,45,45,1.0,0.0,unknown,unknown
Jean Paulus Martin bourgeois de St. Dié,7,21,21,1.0,0.0,unknown,unknown
Claudon Aucel de Brouvelieures,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Claudon Forgeat,10,45,45,1.0,0.0,unknown,unknown
Jehenne femme Claude Pulligny,7,21,21,1.0,0.0,unknown,unknown
Morise manouvrier,10,45,45,1.0,0.0,unknown,unknown
Agnez femme de Claude Vallon gouverneur moderne de Charmes,10,45,45,1.0,0.0,unknown,unknown
Jennon veuve Grand Demenge,10,45,45,1.0,0.0,unknown,unknown
Le Sr Nicolas de Lusse tabellion,10,45,45,1.0,0.0,unknown,unknown
Mengeon Jean Regnauldin,10,45,45,1.0,0.0,unknown,unknown
Bernard Pierson,10,45,45,1.0,0.0,unknown,unknown
Jean Moulat,7,21,21,1.0,0.0,unknown,unknown
Claudette veuve Demenge Barbouiller de Raon,8,28,28,1.0,0.0,unknown,unknown
Marion fille du precedent,4,6,6,1.0,0.0,unknown,unknown
Jean Barrier,10,45,45,1.0,0.0,unknown,unknown
Gerard Codat drappier de Raon,9,36,36,1.0,0.0,unknown,unknown
Anne femme Loys de Chastenot hostelier de Ste Marie,10,45,45,1.0,0.0,unknown,unknown
Claudel Jaclin,10,45,45,1.0,0.0,unknown,unknown
Brice Thiebauld Grand Claude de Dempruz,9,36,36,1.0,0.0,unknown,unknown
Dieudonné fils Dieudonné du Hault,5,10,10,1.0,0.0,unknown,unknown
Barbelline femme Jean de Barrois du Grand Rombach,6,15,15,1.0,0.0,unknown,unknown
Claude Guerard,10,45,45,1.0,0.0,unknown,unknown
Jean Petit Jean,9,36,36,1.0,0.0,unknown,unknown
Jeannon veuve Grand Bastien,10,45,45,1.0,0.0,unknown,unknown
Claude Mengeon Grivel,3,3,3,1.0,0.0,unknown,unknown
Valentin Claudon Holbin,10,45,45,1.0,0.0,unknown,unknown
Jacquotte femme Jean Helley du Mesnil,10,45,45,1.0,0.0,unknown,unknown
above.,10,45,45,1.0,0.0,witness,male
Nicolas Forgeot,9,36,36,1.0,0.0,unknown,unknown
Claudatte fille Anthoine Jean Mareschal,7,21,21,1.0,0.0,unknown,unknown
Mengeon Guichard jeune fils,8,28,28,1.0,0.0,unknown,unknown
Jean Lallemant de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Curien de Champ du Vivier,10,45,45,1.0,0.0,unknown,unknown
"Colas Gagaire
Had lost animals to value of more than 100 francs",10,45,45,1.0,0.0,unknown,unknown
Michiel Girard,10,45,45,1.0,0.0,unknown,unknown
Sybille femme Colin Riotte de Ste Croix,10,45,45,1.0,0.0,unknown,unknown
Allison femme Demenge Vincent,10,45,45,1.0,0.0,unknown,unknown
de St Prancher,3,3,3,1.0,0.0,unknown,unknown
Claudon Simonel de la Fosse,10,45,45,1.0,0.0,unknown,unknown
"Claudatte femme Thoussainct Gornay
Quarrel with his wife over hen he had killed",10,45,45,1.0,0.0,unknown,unknown
Jean de Besmont de Nompatelize,10,45,45,1.0,0.0,unknown,unknown
Pieron Jean Pierat de Develine,10,45,45,1.0,0.0,unknown,unknown
and his sister Jennon,3,3,3,1.0,0.0,unknown,unknown
Chrestienne femme Jean Blaise de Moyenmoutier,10,45,45,1.0,0.0,unknown,unknown
Sebille fille Didier de Vacory,10,45,45,1.0,0.0,unknown,unknown
Annon femme Henry Mulnier,10,45,45,1.0,0.0,unknown,unknown
"Cler femme Nicolas Chany
Told of hearing her say 'que mauldit soit la mort et qu",10,45,45,1.0,0.0,unknown,unknown
1594,4,6,6,1.0,0.0,unknown,unknown
du grand faubourg de Raon,3,3,3,1.0,0.0,unknown,unknown
Mengin Regnard,10,45,45,1.0,0.0,unknown,unknown
Le maire Michiel,10,45,45,1.0,0.0,unknown,unknown
Cathnion femme Jean Cordier,10,45,45,1.0,0.0,unknown,unknown
Jeannon femme du precedent,9,36,36,1.0,0.0,unknown,unknown
Dedie femme Lucas Champestre le jeune de Raon,9,36,36,1.0,0.0,unknown,unknown
Andress Huraldei bourgeois de Sainte Croix,6,15,15,1.0,0.0,unknown,unknown
Hellaine femme Didier Claudon Noel,10,45,45,1.0,0.0,unknown,unknown
"B 3792 no 3; witch 064, Claudate femme Jacquat George, de Dompierre",6,15,15,1.0,0.0,unknown,unknown
Demenge Saulnier,9,36,36,1.0,0.0,unknown,unknown
Colas fils Jacot Girard Pechey,10,45,45,1.0,0.0,unknown,unknown
Demenge Violle de Ste Margaree,10,45,45,1.0,0.0,unknown,unknown
Valençaine femme Didier du Prey,10,45,45,1.0,0.0,unknown,unknown
Jean Marlier,9,36,36,1.0,0.0,unknown,unknown
Mengeatte femme Mengeat Marchand,10,45,45,1.0,0.0,unknown,unknown
Anne femme Nicolas Lambert,10,45,45,1.0,0.0,unknown,unknown
Demenge Conna,10,45,45,1.0,0.0,unknown,unknown
Mongeatte femme Jean Recouvreur de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Nicolas Perrin,10,45,45,1.0,0.0,unknown,unknown
Le maire Estienne Cougnat,10,45,45,1.0,0.0,unknown,unknown
Jean Gantier des Petites Rosieres,9,36,36,1.0,0.0,unknown,unknown
Colas Didier Noel du Paire d’Avould,10,45,45,1.0,0.0,unknown,unknown
Mathis Gregoire Hidoult bourgeois a Saint Dié,10,45,45,1.0,0.0,unknown,unknown
Nicolas Laube,10,45,45,1.0,0.0,unknown,unknown
Mengeon femme Demenge Palligny,6,15,15,1.0,0.0,unknown,unknown
Catherine femme Jean Cordier,10,45,45,1.0,0.0,unknown,unknown
Demenge Michiel le jeune,10,45,45,1.0,0.0,unknown,unknown
Claudon Mequin,8,28,28,1.0,0.0,unknown,unknown
Nicolas Charmelle de Sachemont,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Demenge le Cueffre,10,45,45,1.0,0.0,unknown,unknown
"& (11) Missing - very short.
(12) Jean Parmentier",10,45,45,1.0,0.0,unknown,unknown
B 2192 no 2,3,3,3,1.0,0.0,unknown,unknown
Thoussainct Grand Didier,10,45,45,1.0,0.0,unknown,unknown
Britz,7,21,21,1.0,0.0,unknown,unknown
Pasquin Vyon,10,45,45,1.0,0.0,unknown,unknown
Claudatte femme Claudon Ydoulx,10,45,45,1.0,0.0,unknown,unknown
Isabelle Remy Rainville,10,45,45,1.0,0.0,unknown,unknown
Claudatte femme Colas Gerard,10,45,45,1.0,0.0,unknown,unknown
Robert fils de Nicolas Thierat,10,45,45,1.0,0.0,unknown,unknown
"Claude Demenge Claude Girard de Bonipaire
General reputation only.",3,3,3,1.0,0.0,unknown,unknown
Agnatte femme du precedent,10,45,45,1.0,0.0,unknown,unknown
Jean Gigoux,10,45,45,1.0,0.0,unknown,unknown
Bastien Mangeot,10,45,45,1.0,0.0,unknown,unknown
Margueritte veuve Nicolas Houel,5,10,10,1.0,0.0,unknown,unknown
Jehennon fille Demenge de Mortaigne,9,36,36,1.0,0.0,unknown,unknown
Didier Valentin Napuel,10,45,45,1.0,0.0,unknown,unknown
Marie veuve Demenge Jacquemin,10,45,45,1.0,0.0,unknown,unknown
"Sebille veuve Claudon Colas Claudon de Gondrexon
Had known Claudon all her life",10,45,45,1.0,0.0,unknown,unknown
Claudin Hylaire,10,45,45,1.0,0.0,unknown,unknown
Bastienne femme à Demenge Daulphin de la Neuveville,9,36,36,1.0,0.0,unknown,unknown
Jean Bastien Jehandel de Develine,10,45,45,1.0,0.0,unknown,unknown
Mengeon Girard de la Fosse,10,45,45,1.0,0.0,unknown,unknown
Demengeon Claude Girard de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Bastien des Aulx du Viel Marché,10,45,45,1.0,0.0,unknown,unknown
Hillevix,3,3,3,1.0,0.0,unknown,unknown
Curien Dautant de la Neuveville,9,36,36,1.0,0.0,unknown,unknown
Margueritte femme Colas des Pommettes bourgeois de Ste Marie,10,45,45,1.0,0.0,unknown,unknown
"Francoise veuve Didier Riston
Told how one day they were returning from Fresse a",10,45,45,1.0,0.0,unknown,unknown
la Grande Marye,3,3,3,1.0,0.0,unknown,unknown
Annon femme Mengin Regnaude le jeune,7,21,21,1.0,0.0,unknown,unknown
Valentin Micqua de Quebrux,7,21,21,1.0,0.0,unknown,unknown
Didier Aymé,10,45,45,1.0,0.0,unknown,unknown
Georgine femme Barthellemin Soran,6,15,15,1.0,0.0,unknown,unknown
B 8979 no 1; witch 324,3,3,3,1.0,0.0,unknown,unknown
Catherine veuve de Vincent Xalley,9,36,36,1.0,0.0,unknown,unknown
Henry Henry de Bruyères,9,36,36,1.0,0.0,unknown,unknown
Claudon Marion,10,45,45,1.0,0.0,unknown,unknown
Marion femme Nicolas Mengin de Granges,9,36,36,1.0,0.0,unknown,unknown
Jean l'Hoste de Ginfosse,10,45,45,1.0,0.0,unknown,unknown
Didier Simon mercier à Charmes,10,45,45,1.0,0.0,unknown,unknown
Mengeon Colas le Vieulx Homme de Sachemont,10,45,45,1.0,0.0,unknown,unknown
Demenge Didier le Moullot,10,45,45,1.0,0.0,unknown,unknown
Mongeatte femme Colin de Celle,10,45,45,1.0,0.0,unknown,unknown
Jean Pierron de la Bosse,10,45,45,1.0,0.0,unknown,unknown
"Jean Colas Lienard
(14) George Aulbry",9,36,36,1.0,0.0,unknown,unknown
Catherine femme Didier Moictrier,10,45,45,1.0,0.0,unknown,unknown
Idoult Janel,10,45,45,1.0,0.0,unknown,unknown
Claudatte fille feu Vatrin,10,45,45,1.0,0.0,unknown,unknown
Colas Phlippe,10,45,45,1.0,0.0,unknown,unknown
Babillon veuve Grand Colas de Raon,8,28,28,1.0,0.0,unknown,unknown
Jacques Gerard,10,45,45,1.0,0.0,unknown,unknown
Jean André,10,45,45,1.0,0.0,unknown,unknown
"B 2199 no 4; witch 139, Mariette veuve Claude Malfourby, d'Amance",10,45,45,1.0,0.0,unknown,unknown
Valentin Claude Colin of Fouchifol,10,45,45,1.0,0.0,unknown,unknown
Chesnon veuve de feu Linard Martin de Charmes,10,45,45,1.0,0.0,unknown,unknown
Girard Franceon du Mesnil,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Demenge Tocquart,10,45,45,1.0,0.0,unknown,unknown
Jean Mengin de la Fosse,10,45,45,1.0,0.0,unknown,unknown
Mengeon Wanier des Trois Maisons faulbourg de St. Dié,10,45,45,1.0,0.0,unknown,unknown
Bastien Arracourt,10,45,45,1.0,0.0,unknown,unknown
B 8275 no 3; witch 130,3,3,3,1.0,0.0,unknown,unknown
Jean Faillon Rouyer de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Jennon fille Mengeon Bastien,10,45,45,1.0,0.0,unknown,unknown
Honn Nicolas Godel,5,10,10,1.0,0.0,unknown,unknown
Jehennon wife of previous witness,10,45,45,1.0,0.0,unknown,unknown
Jean Didier le Marchal de Bertrimoutier,6,15,15,1.0,0.0,unknown,unknown
Jean Didier Chenemere,10,45,45,1.0,0.0,unknown,unknown
Alix femme Claudon Bonnier,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Jean Laurens,10,45,45,1.0,0.0,unknown,unknown
"B 4126 no 1 Witch 078, François Perin",8,28,28,1.0,0.0,unknown,unknown
Jehanne Villaume,3,3,3,1.0,0.0,unknown,unknown
Georgine veuve Nicolas Giefs boulangier,10,45,45,1.0,0.0,unknown,unknown
Agnelle femme Petter Lorre,10,45,45,1.0,0.0,unknown,unknown
Barbeline veuve Jean Wanier,9,36,36,1.0,0.0,unknown,unknown
Jacques Bouchier de Charmes,10,45,45,1.0,0.0,unknown,unknown
Jean de Blamont,7,21,21,1.0,0.0,unknown,unknown
Symon de Besmont de Nompatelize,10,45,45,1.0,0.0,unknown,unknown
Françoise fille du precedent,10,45,45,1.0,0.0,unknown,unknown
Didier George le Clerc de Saincte Margarée,9,36,36,1.0,0.0,unknown,unknown
Mengeotte femme Estienne Thuillier,10,45,45,1.0,0.0,unknown,unknown
Anthoinette femme Claudon Poirresson,10,45,45,1.0,0.0,unknown,unknown
Barbon femme Claude Noel,10,45,45,1.0,0.0,unknown,unknown
Margo veuve feu le maire Nicolas,10,45,45,1.0,0.0,unknown,unknown
Claude Rossel de Charmes,5,10,10,1.0,0.0,unknown,unknown
Vaultrin Bigel tailleur de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Françoise femme a Demenge Mauffrois de Champegnoult,10,45,45,1.0,0.0,unknown,unknown
Mengeotte femme du maire Hannel,7,21,21,1.0,0.0,unknown,unknown
Jennon femme Didier Bandeça,10,45,45,1.0,0.0,unknown,unknown
Petter Lore,10,45,45,1.0,0.0,unknown,unknown
Claudon femme à Jean de Besange de Charmes,10,45,45,1.0,0.0,unknown,unknown
Nicolas Gergonne de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Jaulne veuve Mengin le Sonrier,10,45,45,1.0,0.0,unknown,unknown
Lyenard Adam,10,45,45,1.0,0.0,unknown,unknown
Catherine servante à Colas Maimbourg de Ginfosse,10,45,45,1.0,0.0,unknown,unknown
François Vieville,5,10,10,1.0,0.0,unknown,unknown
Thoussainct Piernille,9,36,36,1.0,0.0,unknown,unknown
Curien Colas Andreu,10,45,45,1.0,0.0,unknown,unknown
B 3333; witch 042,3,3,3,1.0,0.0,unknown,unknown
Claudon Jean Willaume,10,45,45,1.0,0.0,unknown,unknown
B 4103; witch 076,3,3,3,1.0,0.0,unknown,unknown
"Nicolas Blaise Ribelet de Bussang. c. 55
Testified to long reputation of Mengeot",9,36,36,1.0,0.0,unknown,unknown
Claudatte femme Mengeon Grand Michiel,10,45,45,1.0,0.0,unknown,unknown
George Guerin cousturier de St Nicolas,9,36,36,1.0,0.0,unknown,unknown
Claude Didelot charbonnier de Porsieux,10,45,45,1.0,0.0,unknown,unknown
Cathellon veuve Jean Anthoine,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Jacot le Seigneur,10,45,45,1.0,0.0,unknown,unknown
Collatte veuve Demenge Louys,10,45,45,1.0,0.0,unknown,unknown
Barbelline fille Jean Gelliat,10,45,45,1.0,0.0,unknown,unknown
Marion femme Mengeon Regnauldin,10,45,45,1.0,0.0,unknown,unknown
Jean Jacot Henry de La Pelliere,9,36,36,1.0,0.0,unknown,unknown
Catherine femme Nicolas Ferry de Raon,9,36,36,1.0,0.0,unknown,unknown
Thomas Pierson (jeune fils),6,15,15,1.0,0.0,unknown,unknown
"B 8707 no 9; witch 261, Esnel femme Demenge Bourrotte, de l'Hoste du Bois (la Salle)",7,21,21,1.0,0.0,unknown,unknown
Jehenne Vannier,10,45,45,1.0,0.0,unknown,unknown
Didier Morel de Charmes,10,45,45,1.0,0.0,unknown,unknown
Meclon veuve Didier Lhuilier,9,36,36,1.0,0.0,unknown,unknown
Mengel de la Hault,10,45,45,1.0,0.0,unknown,unknown
femme Mengeot Bricholet,3,3,3,1.0,0.0,unknown,unknown
"Marie femme Demenge Lorrain
Her brother Jean Husson",10,45,45,1.0,0.0,unknown,unknown
Lucie fille de Claudon Mihiel dit Battillot de Brantigny,10,45,45,1.0,0.0,unknown,unknown
Jacquot Bergier,9,36,36,1.0,0.0,unknown,unknown
Halby femme Demenge Colas Girard de Brehimont,10,45,45,1.0,0.0,unknown,unknown
